Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,FPTS,FPTS/G,SPTS,SPTS/G,NameASCII,PlayerId,MLBAMID,HR_z,R_z,RBI_z,SB_z,OBP_z,PA_z,total_z,HR_contribution,R_contribution,RBI_contribution,SB_contribution,OBP_contribution,PA_contribution,value_above_replacement,dollar_value,Position,W,L,QS,ERA,GS,SV,HLD,IP,TBF,ER,K/9,BB/9,K/BB,HR/9,K-BB%,WHIP,LOB%,GB%,HR/FB,FIP,FPTS/IP,SPTS/IP,RA9-WAR,QS_z,SV_z,HLD_z,ERA_z,WHIP_z,IP_z,QS_contribution,SV_contribution,HLD_contribution,ERA_contribution,WHIP_contribution,IP_contribution
Mike Trout,LAA,130,560.0,486.0,122,68.0,20.0,3.0,30,78,83.0,62,4.0,151,7,4.0,1.0,,9.0,3.0,0.250865,0.1112,0.26891,0.413521,0.342222,0.492541,0.356577,0.834763,0.241676,5.0757,0.296703,-0.201,-0.344153,86.4204,20.9127,132.842,-0.545153,-2.4246,20.498921811580654,-2.0245999097824097,3.83596,139.55999755859375,,,,770.0,5.923076923,770.0,5.923076923,Mike Trout,10155,545361,2.623859221747006,1.3429340537337684,1.5883962855613079,0.26754201816639395,1.6987315859357892,1.058265419182242,8.579728584326508,0.563,0.288,0.341,0.057,0.365,0.227,3.8811761376640934,18.2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Seager,TEX,126,546.0,480.0,136,81.0,27.0,1.0,28,83,76.0,55,9.0,93,5,4.0,2.0,,2.0,1.0,0.283076,0.1016,0.169868,0.598111,0.360713,0.512675,0.369496,0.873388,0.229599,3.00496,0.298194,-1.298,-0.84846,89.9371,26.0671,143.719,-2.14646,-1.79397,25.166612148284912,2.0560256242752075,4.69127,50.52000045776367,,,,809.8,6.426984126,809.8,6.426984126,Corey Seager,13624,608369,2.3580683701850598,1.5114418728056542,1.3465205101488509,-0.3988002016646026,2.7096189242928412,0.996445275218609,8.523294750986413,0.506,0.325,0.289,-0.086,0.582,0.214,3.8247423043239976,18.0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Arozarena,SEA,152,658.0,571.0,136,84.0,29.0,1.0,22,78,79.0,67,1.0,168,15,4.0,1.0,,22.0,8.0,0.238277,0.1023,0.255638,0.400175,0.332248,0.409647,0.326204,0.741895,0.171371,4.74423,0.295774,-0.165478,-0.13806,85.4582,8.48663,119.628,-0.303537,-5.22316,14.474551379680634,-12.773160934448242,2.44109,133.39999389648438,,,,752.6,4.951315789,752.6,4.951315789,Randy Arozarena,19290,668227,1.5606958154992219,1.3429340537337684,1.4501815567541896,1.505034712138245,1.1534614376056131,1.491006426927672,8.50331400265871,0.335,0.288,0.311,0.323,0.248,0.32,3.8047615559962953,17.9,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Santander,,156,672.0,601.0,147,81.0,30.0,2.0,34,87,99.0,57,2.0,140,8,5.0,1.0,,3.0,1.0,0.244776,0.085,0.207643,0.409357,0.316408,0.470956,0.337573,0.787364,0.22618,3.31472,0.261322,-0.020736,-0.961362,93.4258,14.8165,118.901,-0.982098,-2.46728,13.878416299819946,-11.06728196144104,2.6027,107.76000213623048,,,,838.1,5.372435897,838.1,5.372435897,Anthony Santander,14551,623993,3.1554409248708977,1.646248128063163,2.141255200789781,-0.3036084559744603,0.28750202818612863,1.5528265708913047,8.479664396826815,0.677,0.353,0.46,-0.065,0.062,0.333,3.7811119501643997,17.8,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Kwan,CLE,156,672.0,591.0,168,122.0,29.0,4.0,13,91,60.0,68,1.0,68,5,4.0,3.0,,19.0,4.0,0.284103,0.1018,0.101543,1.00253,0.361395,0.413377,0.340631,0.774772,0.129273,5.64057,0.301408,0.655258,0.487895,95.08,16.4707,124.641,1.14315,2.44996,20.089941143989563,-4.750041484832764,3.89784,140.9600067138672,,,,822.8,5.274358974,822.8,5.274358974,Steven Kwan,24610,680757,0.3646369834704648,1.7810543833206713,0.7936615949203779,1.2194594750678176,2.746903287753959,1.5528265708913047,8.458542295424596,0.078,0.382,0.17,0.262,0.59,0.333,3.7599898487621815,17.7,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Wood,WSN,141,609.0,532.0,139,86.0,29.0,4.0,21,76,77.0,68,2.0,161,4,4.0,1.0,,18.0,6.0,0.261041,0.112,0.264177,0.423958,0.347195,0.446544,0.344288,0.793739,0.185503,5.31563,0.332597,-0.13,0.029455,87.9587,16.7191,121.76,-0.100545,-0.795241,15.74615091085434,-8.220241606235504,2.87176,54.0,,,,784.1,5.560992907,784.1,5.560992907,James Wood,29518,695578,1.4278003897182487,1.275530926105014,1.3810741923506304,1.1242677293776753,1.9706012919359828,1.2746359230549569,8.453910452542509,0.307,0.274,0.297,0.241,0.423,0.274,3.755358005880094,17.7,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawrence Butler,ATH,149,644.0,583.0,149,90.0,29.0,2.0,28,89,75.0,51,1.0,147,3,4.0,3.0,,20.0,4.0,0.255592,0.0790999,0.228879,0.345597,0.316896,0.455219,0.332667,0.772115,0.199627,5.45986,0.294227,-0.222,1.14471,86.9899,11.656,121.765,0.922711,0.996,16.96105057001114,-5.703999757766724,3.37978,68.08000183105469,,,,798.9,5.361744966,798.9,5.361744966,Lawrence Butler,22542,671732,2.3580683701850598,1.713651255691917,1.3119668279470713,1.31465122075796,0.31418057564804147,1.4291862829640392,8.441704533194088,0.506,0.368,0.282,0.282,0.067,0.307,3.7431520865316728,17.6,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ian Happ,CHC,156,672.0,579.0,142,86.0,31.0,2.0,23,90,73.0,80,1.0,162,7,4.0,2.0,,12.0,3.0,0.245096,0.1191,0.24033,0.495568,0.341318,0.423623,0.334655,0.764941,0.178527,4.67523,0.299111,0.154483,-0.203774,91.8473,13.238,117.458,-0.0492909,-2.9282,13.979326955974102,-10.128204345703123,2.70891,134.0800018310547,,,,809.1,5.186538461,809.1,5.186538461,Ian Happ,17919,664023,1.6935912412801948,1.7473528195062942,1.2428594635435122,0.5531172552368211,1.6493106701456863,1.5528265708913047,8.439058020603813,0.364,0.375,0.267,0.119,0.354,0.333,3.740505573941398,17.6,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Bregman,,159,686.0,602.0,157,99.0,31.0,3.0,24,89,85.0,71,1.0,90,8,5.0,1.0,,4.0,1.0,0.26112,0.103,0.1316,0.782677,0.343797,0.442537,0.342186,0.786334,0.181417,3.48284,0.270238,-1.56008,-1.13816,97.9192,17.6723,122.074,-2.69824,-0.354564,15.01897668838501,2.095436036586761,4.12809,145.0,,,,851.6,5.355974842,851.6,5.355974842,Alex Bregman,17678,608324,1.826486667061168,1.713651255691917,1.657503649964867,-0.20841671028431788,1.784835504486022,1.6146467148549375,8.388707081774594,0.392,0.368,0.356,-0.045,0.383,0.347,3.6901546351121794,17.4,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Vientos,NYM,157,679.0,613.0,152,88.0,28.0,1.0,35,87,101.0,54,1.0,192,6,5.0,1.0,,1.0,0.0,0.248664,0.0799,0.282687,0.282645,0.313767,0.469975,0.336504,0.783741,0.221311,2.57984,0.300171,-1.38702,-1.07923,93.8145,14.3863,119.67,-2.46625,3.77765,13.505003452301024,-6.997354030609131,3.00735,89.23999786376953,,,,836.0,5.324840764,836.0,5.324840764,Mark Vientos,22184,668901,3.288336350651871,1.646248128063163,2.21036256519334,-0.49399194735474505,0.14312079079491224,1.5837366428731212,8.377812530221663,0.706,0.353,0.475,-0.106,0.031,0.34,3.6792600835592477,17.3,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teoscar Hernández,LAD,152,658.0,599.0,154,94.0,28.0,2.0,30,85,98.0,47,2.0,186,7,4.0,1.0,,9.0,3.0,0.257246,0.0721,0.283144,0.254641,0.316597,0.462205,0.334383,0.778802,0.204959,4.25509,0.320054,-0.783734,-0.494243,89.7899,12.8183,116.428,-1.27798,-3.30648,11.647947311401367,-10.456485033035278,2.38608,71.0,,,,808.7,5.320394736,808.7,5.320394736,Teoscar Hernandez,13066,606192,2.623859221747006,1.5788450004344086,2.1067015185880016,0.26754201816639395,0.29783449841215626,1.491006426927672,8.365788684275637,0.563,0.339,0.452,0.057,0.064,0.32,3.6672362376132224,17.3,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarren Duran,BOS,152,658.0,595.0,156,93.0,38.0,8.0,18,93,68.0,51,1.0,152,6,4.0,3.0,,29.0,6.0,0.262819,0.0769999,0.230285,0.334368,0.324916,0.443957,0.331602,0.768874,0.181138,7.42757,0.322337,0.419278,2.2644,88.317,11.3454,111.251,2.68368,0.844646,11.154088973999023,-2.3053536415100098,3.17925,22.07999992370605,,,,812.9,5.348026315,812.9,5.348026315,Jarren Duran,24617,680776,1.0291141123753298,1.8484575109494257,1.0700910525346143,2.171376931969241,0.75262719582129,1.491006426927672,8.362673230577572,0.221,0.397,0.23,0.466,0.162,0.32,3.6641207839151573,17.3,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyatt Langford,TEX,144,623.0,552.0,146,92.0,29.0,4.0,21,78,80.0,61,2.0,123,6,4.0,1.0,,18.0,5.0,0.264273,0.0977,0.197777,0.49399,0.340973,0.445799,0.340385,0.786771,0.181525,5.41437,0.302649,0.552,0.275411,88.0235,15.1462,123.242,0.827411,1.088,17.39522284269333,-5.186999917030335,3.40571,48.36000061035156,,,,791.1,5.49375,791.1,5.49375,Wyatt Langford,33333,694671,1.4278003897182487,1.3429340537337684,1.4847352389559691,1.1242677293776753,1.6304498117965887,1.3364560670185899,8.346643290600841,0.307,0.288,0.319,0.241,0.35,0.287,3.6480908439384265,17.2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Chapman,SFG,157,679.0,595.0,144,82.0,34.0,2.0,26,82,88.0,71,2.0,174,8,5.0,1.0,,10.0,3.0,0.242195,0.1045,0.256488,0.407427,0.328951,0.436628,0.332192,0.765579,0.194433,4.17082,0.296247,1.36502,-0.611841,91.4582,12.0301,115.222,0.753182,1.73168,13.112373411655426,4.156682729721069,4.11876,134.24000549316406,,,,813.4,5.180891719,813.4,5.180891719,Matt Chapman,16505,656305,2.092277518623114,1.477740308991277,1.7611646965702057,0.36273376385653633,0.9732172347737923,1.5837366428731212,8.250870165688047,0.449,0.317,0.378,0.078,0.209,0.34,3.5523177190256323,16.8,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Altuve,HOU,152,658.0,590.0,158,105.0,31.0,1.0,21,92,68.0,54,1.0,114,7,4.0,3.0,,18.0,5.0,0.268034,0.0819,0.172905,0.473672,0.334763,0.432361,0.333573,0.767124,0.164327,4.83147,0.297989,-0.670032,0.508553,89.3612,12.3897,119.978,-0.161479,-3.30173,14.879953607916832,-1.351732850074768,3.66254,64.4800033569336,,,,791.0,5.203947368,791.0,5.203947368,Jose Altuve,5417,514888,1.4278003897182487,1.8147559471350485,1.0700910525346143,1.1242677293776753,1.29095436151281,1.491006426927672,8.218875907206069,0.307,0.39,0.23,0.241,0.277,0.32,3.520323460543654,16.6,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Robert Jr.,CHW,154,665.0,611.0,149,90.0,30.0,1.0,28,83,82.0,39,3.0,191,8,5.0,2.0,,27.0,7.0,0.243969,0.0593,0.286984,0.206632,0.296341,0.434269,0.313462,0.73061,0.1903,5.19892,0.304751,0.428868,1.3616,79.5474,1.75702,103.775,1.79047,0.499187,4.662760853767395,2.4741868376731877,3.02656,90.55999755859376,,,,752.0,4.883116883,752.0,4.883116883,Luis Robert Jr.,20043,673357,2.3580683701850598,1.5114418728056542,1.5538426033595283,1.9809934405889562,-0.8095438978757928,1.5219164989094884,8.116718887972894,0.506,0.325,0.334,0.425,-0.174,0.327,3.418166441310479,16.2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yandy Díaz,TBR,152,658.0,577.0,165,114.0,32.0,1.0,19,90,65.0,67,0.0,101,7,4.0,3.0,,3.0,1.0,0.286513,0.1025,0.153609,0.667278,0.365446,0.441979,0.353183,0.807425,0.155466,2.91151,0.318049,-2.12684,-1.23106,99.7466,22.775,136.277,-3.35791,-0.851904,23.95485639572144,-13.301903784275057,3.36559,216.8800048828125,,,,849.0,5.585526315,849.0,5.585526315,Yandy Diaz,16578,650490,1.162009538156303,1.7473528195062942,0.9664300059292757,-0.3036084559744603,2.968368033180621,1.491006426927672,8.031558367725705,0.249,0.375,0.207,-0.065,0.637,0.32,3.3330059210632896,15.8,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt McLain,CIN,133,574.0,505.0,131,78.0,27.0,3.0,23,75,77.0,57,1.0,144,8,4.0,1.0,,16.0,5.0,0.258984,0.0988,0.250744,0.394027,0.340805,0.459651,0.346117,0.800457,0.200667,5.46629,0.315453,-0.053,0.105908,83.7483,16.6029,116.152,0.0529075,2.41624,11.139854982495308,3.466244101524353,3.48262,99.8000030517578,,,,751.6,5.651127819,751.6,5.651127819,Matt McLain,29695,680574,1.6935912412801948,1.241829362290637,1.3810741923506304,0.9338842379973906,1.621265393817897,1.1200855631458748,7.991729990882625,0.364,0.267,0.297,0.201,0.348,0.24,3.2931775442202103,15.6,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vinnie Pasquantino,KCR,146,630.0,559.0,151,91.0,33.0,2.0,25,81,88.0,60,2.0,87,6,4.0,0.0,,2.0,1.0,0.270286,0.096,0.13875,0.691891,0.345033,0.472229,0.351946,0.817261,0.201943,3.06767,0.27913,-1.23,-1.0668,94.8746,21.1784,126.888,-2.2968,0.825933,17.0854229927063,-11.024067044258118,2.79498,113.83999633789062,,,,827.7,5.669178082,827.7,5.669178082,Vinnie Pasquantino,27676,686469,1.9593820928421408,1.4440387451769,1.7611646965702057,-0.3988002016646026,1.8524065796149647,1.3673661390004062,7.985558051540014,0.421,0.31,0.378,-0.086,0.398,0.294,3.2870056048775993,15.6,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Abrams,WSN,139,602.0,546.0,139,87.0,28.0,5.0,20,82,63.0,38,2.0,113,12,4.0,3.0,,36.0,8.0,0.254718,0.0624,0.188438,0.331144,0.314854,0.430424,0.321851,0.745278,0.175705,7.28021,0.286559,0.709,2.66431,76.0762,5.6554,106.658,3.37331,-4.575,8.166373252868652,1.8750004768371584,3.10748,49.040000915527344,,,,726.1,5.223741007,726.1,5.223741007,CJ Abrams,25768,682928,1.2949049639372758,1.477740308991277,0.8973226415257166,2.8377191518002376,0.20254616188323205,1.2437258510731406,7.953959079210879,0.278,0.317,0.193,0.609,0.043,0.267,3.255406632548464,15.5,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willy Adames,SFG,156,672.0,593.0,143,83.0,34.0,1.0,25,85,81.0,69,3.0,161,4,5.0,1.0,,14.0,5.0,0.241217,0.1025,0.240193,0.426739,0.322076,0.428358,0.32524,0.750434,0.187142,4.41521,0.287387,0.729907,-0.252464,86.7554,8.14614,110.543,0.477443,-0.709171,8.949313312768936,6.490828573703766,3.9058,84.72000122070312,,,,778.7,4.991666666,778.7,4.991666666,Willy Adames,15986,642715,1.9593820928421408,1.5788450004344086,1.5192889211577487,0.7435007466171057,0.5973667966576947,1.5528265708913047,7.951210128600403,0.421,0.339,0.326,0.16,0.128,0.333,3.252657681937988,15.4,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seiya Suzuki,CHC,143,616.0,541.0,140,88.0,26.0,4.0,22,78,80.0,64,3.0,155,6,4.0,1.0,,13.0,5.0,0.258138,0.1043,0.252276,0.413436,0.340462,0.444728,0.339609,0.78519,0.186589,5.20285,0.319038,-0.764,-0.6312,86.6497,14.5912,120.792,-1.3952,-0.0593864,13.92072367668152,-14.159386746585367,2.09393,89.19999694824219,,,,768.7,5.375524475,768.7,5.375524475,Seiya Suzuki,30116,673548,1.5606958154992219,1.3429340537337684,1.4847352389559691,0.6483090009269634,1.6025138737780664,1.3055459950367734,7.944733977930763,0.335,0.288,0.319,0.139,0.344,0.28,3.2461815312683484,15.4,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riley Greene,DET,147,637.0,560.0,150,94.0,29.0,5.0,22,80,80.0,67,3.0,154,5,4.0,1.0,,6.0,2.0,0.267447,0.1048,0.241984,0.433085,0.348335,0.455877,0.347515,0.804213,0.18843,4.84271,0.328679,0.412,-0.80653,93.6571,19.142,129.431,-0.39453,3.10545,21.056345850229263,-3.9195494651794434,3.96292,116.55999755859376,,,,821.2,5.586394557,821.2,5.586394557,Riley Greene,25976,682985,1.5606958154992219,1.4103371813625227,1.4847352389559691,-0.018033218904033147,2.0329241282199626,1.3982762109822227,7.868935356115866,0.335,0.303,0.319,-0.004,0.436,0.3,3.1703829094534512,15.1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brenton Doyle,COL,154,665.0,609.0,149,95.0,26.0,4.0,24,84,73.0,44,1.0,188,5,4.0,2.0,,29.0,7.0,0.245001,0.0666,0.282139,0.236054,0.299955,0.418529,0.310879,0.718484,0.173528,6.61167,0.312434,0.920322,1.93698,78.1653,0.37485,85.8047,2.85731,7.00963,-8.430992841720581,9.384631633758543,2.38559,75.27999877929688,,,,731.7,4.751298701,731.7,4.751298701,Brenton Doyle,25479,686668,1.826486667061168,1.5451434366200314,1.2428594635435122,2.171376931969241,-0.6119695730246546,1.5219164989094884,7.695813425078786,0.392,0.332,0.267,0.466,-0.131,0.327,2.997260978416371,14.3,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan Reynolds,PIT,149,644.0,572.0,150,96.0,28.0,3.0,23,86,76.0,56,3.0,143,9,4.0,2.0,,9.0,2.0,0.26156,0.0875999,0.222707,0.393342,0.335062,0.442998,0.336736,0.77806,0.181438,4.67397,0.308299,0.54,-0.515783,89.0993,13.7654,113.726,0.0242172,-1.79352,10.594950260594487,-9.59352195262909,2.3183,96.1999969482422,,,,789.0,5.295302013,789.0,5.295302013,Bryan Reynolds,19326,668804,1.6935912412801948,1.6125465642487857,1.3465205101488509,0.26754201816639395,1.3073004387486984,1.4291862829640392,7.656687055556963,0.364,0.346,0.289,0.057,0.281,0.307,2.9581346088945484,14.1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryson Stott,PHI,151,651.0,584.0,151,104.0,28.0,3.0,15,78,70.0,56,1.0,109,5,5.0,2.0,,30.0,6.0,0.258133,0.0854,0.167267,0.510561,0.325797,0.395846,0.316223,0.721644,0.137714,5.92735,0.291716,0.854744,2.1476,79.3196,3.16685,101.917,3.00234,2.03291,4.494547009468079,4.407905578613281,3.15838,180.67999267578125,,,,724.1,4.795364238,724.1,4.795364238,Bryson Stott,26294,681082,0.6304278350324108,1.3429340537337684,1.1391984169381735,2.2665686776593836,0.8007907210547865,1.4600963549458554,7.640016059364379,0.135,0.288,0.245,0.487,0.172,0.313,2.9414636127019644,14.1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Semien,TEX,157,679.0,608.0,154,98.0,29.0,3.0,24,93,71.0,59,1.0,104,5,4.0,3.0,,12.0,3.0,0.253593,0.0866,0.153065,0.565771,0.322272,0.430571,0.326538,0.752843,0.176977,5.12315,0.268582,0.706082,0.0282718,88.3681,8.93998,113.501,0.734354,4.88748,11.22378659248352,7.112475633621216,4.2314,97.0,,,,787.6,5.016560509,787.6,5.016560509,Marcus Semien,12533,543760,1.826486667061168,1.8484575109494257,1.173752099139953,0.5531172552368211,0.6080819509661697,1.5837366428731212,7.593632126226658,0.392,0.397,0.252,0.119,0.131,0.34,2.895079679564243,13.9,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozzie Albies,ATL,152,658.0,600.0,159,99.0,34.0,2.0,23,90,81.0,45,1.0,105,7,4.0,2.0,,12.0,3.0,0.265566,0.0679,0.159518,0.425658,0.321902,0.446597,0.331864,0.768498,0.181031,4.91344,0.28607,1.32585,-0.13255,88.4559,11.4844,111.841,1.1933,-3.51158,10.510259628295898,-1.1615769863128662,3.22854,65.95999908447266,,,,787.0,5.177631578,787.0,5.177631578,Ozzie Albies,16556,645277,1.6935912412801948,1.7473528195062942,1.5192889211577487,0.5531172552368211,0.5878543637511954,1.491006426927672,7.592211027859927,0.364,0.375,0.326,0.119,0.126,0.32,2.8936585811975117,13.8,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Naylor,ARI,143,616.0,554.0,149,93.0,32.0,1.0,24,78,87.0,51,7.0,98,6,4.0,0.0,,7.0,2.0,0.268581,0.0829,0.158504,0.523017,0.334729,0.456434,0.33857,0.791163,0.187853,3.59821,0.286562,-1.394,-0.559762,86.1346,14.0761,115.913,-1.95376,1.05435,9.767831087112429,-10.695647716522217,2.02276,103.31999969482422,,,,783.2,5.476923076,783.2,5.476923076,Josh Naylor,18839,647304,1.826486667061168,1.3429340537337684,1.7266110143684261,0.07715852678610922,1.289095610255219,1.3055459950367734,7.567831867241463,0.392,0.288,0.371,0.017,0.277,0.28,2.8692794205790477,13.7,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaac Paredes,HOU,141,609.0,521.0,127,76.0,25.0,1.0,25,82,76.0,70,1.0,104,13,4.0,1.0,,2.0,1.0,0.244511,0.1149,0.170081,0.675563,0.34573,0.439517,0.342814,0.785248,0.195006,2.99271,0.258674,-0.919,-1.11254,87.2358,15.9961,126.478,-2.03154,-1.585,16.41889500617981,0.5899999141693115,3.85332,202.47999572753903,,,,753.4,5.343262411,753.4,5.343262411,Isaac Paredes,20036,670623,1.9593820928421408,1.477740308991277,1.3465205101488509,-0.3988002016646026,1.8905109803956075,1.2746359230549569,7.54998961376823,0.421,0.317,0.289,-0.086,0.406,0.274,2.851437167105815,13.7,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Volpe,NYY,157,679.0,610.0,147,93.0,30.0,5.0,19,87,67.0,56,1.0,145,6,4.0,3.0,,29.0,7.0,0.240846,0.0832,0.213018,0.390578,0.309611,0.398808,0.308852,0.708419,0.157962,6.66403,0.28431,1.86473,1.91648,78.7027,-0.725398,101.037,3.78121,4.44078,4.586845695972443,11.715776443481444,4.02137,134.8000030517578,,,,728.8,4.642038216,728.8,4.642038216,Anthony Volpe,27647,683011,1.162009538156303,1.646248128063163,1.0355373703328348,2.171376931969241,-0.08408421586843243,1.5837366428731212,7.5148243955262295,0.249,0.353,0.222,0.466,-0.018,0.34,2.8162719488638146,13.5,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Neto,LAA,136,588.0,528.0,133,80.0,29.0,1.0,23,73,72.0,41,1.0,128,14,4.0,1.0,,24.0,7.0,0.25218,0.0691001,0.216915,0.318558,0.320296,0.440544,0.329493,0.76084,0.188364,5.34747,0.28958,0.424,0.960526,77.9237,9.14057,113.791,1.38453,-0.988,10.663025856018066,5.312000215053558,3.67424,199.67999267578125,,,,713.8,5.248529411,713.8,5.248529411,Zach Neto,31347,687263,1.6935912412801948,1.1744262346618826,1.2083057813417326,1.6954182035185292,0.5000557014072755,1.1819057071095076,7.453702869319121,0.364,0.252,0.259,0.364,0.107,0.254,2.7551504226567065,13.2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spencer Steer,CIN,141,609.0,532.0,130,76.0,29.0,3.0,22,74,75.0,64,1.0,128,9,4.0,1.0,,16.0,5.0,0.24371,0.1049,0.209957,0.499626,0.332158,0.431102,0.332716,0.76326,0.187391,5.13406,0.27898,0.314,0.260507,82.2863,11.0467,107.133,0.574507,-1.418,5.768838286399841,-8.492999792098999,1.81316,120.36000061035156,,,,739.4,5.243971631,739.4,5.243971631,Spencer Steer,26323,668715,1.5606958154992219,1.2081277984762597,1.3119668279470713,0.9338842379973906,1.1485412136884583,1.2746359230549569,7.437851816663358,0.335,0.259,0.282,0.201,0.247,0.274,2.7392993700009427,13.2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Ward,LAA,151,651.0,574.0,144,91.0,27.0,2.0,24,86,72.0,63,0.0,152,8,4.0,2.0,,8.0,2.0,0.250603,0.0972,0.233618,0.416063,0.331159,0.427922,0.331407,0.759082,0.177319,4.30638,0.298827,0.26717,-0.614298,87.2752,11.1224,115.137,-0.347127,-0.640548,10.928017139434814,-7.915548086166382,2.5524,189.1199951171875,,,,770.3,5.101324503,770.3,5.101324503,Taylor Ward,17548,621493,1.826486667061168,1.6125465642487857,1.2083057813417326,0.1723502724762516,1.0939267282080232,1.4600963549458554,7.373712368281817,0.392,0.346,0.259,0.037,0.235,0.313,2.675159921619402,12.9,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willson Contreras,STL,139,601.0,518.0,128,77.0,26.0,1.0,23,75,77.0,62,2.0,143,16,4.0,1.0,,6.0,2.0,0.246371,0.1031,0.238569,0.432159,0.341982,0.436004,0.339328,0.777985,0.189633,3.65727,0.29306,-0.842391,-0.857319,84.3757,14.0953,119.525,-1.69971,2.24217,12.32815682888031,-8.907832860946655,2.41904,80.72000122070312,,,,735.9,5.294244604,735.9,5.294244604,Willson Contreras,11609,575929,1.6935912412801948,1.241829362290637,1.3810741923506304,-0.018033218904033147,1.685610988823372,1.2393101265043096,7.223382692345111,0.364,0.267,0.297,-0.004,0.362,0.266,2.524830245682696,12.2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xander Bogaerts,SDP,154,665.0,600.0,163,114.0,29.0,2.0,18,77,75.0,53,0.0,116,7,4.0,1.0,,14.0,4.0,0.271371,0.0797,0.175147,0.455047,0.33506,0.416776,0.328673,0.751836,0.145405,4.35043,0.307843,0.593028,0.103917,87.6889,9.8985,114.563,0.696945,-3.50045,12.277429580688477,2.7245473861694336,3.83647,154.0399932861328,,,,772.9,5.018831168,772.9,5.018831168,Xander Bogaerts,12161,593428,1.0291141123753298,1.3092324899193912,1.3119668279470713,0.7435007466171057,1.3071911004394279,1.5219164989094884,7.222921776207814,0.221,0.281,0.282,0.16,0.281,0.327,2.524369329545399,12.2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Goldschmidt,NYY,147,637.0,567.0,142,88.0,28.0,1.0,24,79,82.0,61,3.0,166,4,4.0,1.0,,8.0,2.0,0.250101,0.0952,0.261305,0.364325,0.325172,0.431037,0.327703,0.756209,0.180936,3.93368,0.309123,-0.148,-0.357024,83.4994,8.98435,114.297,-0.505024,-0.710769,9.915652930736542,-12.235768854618073,1.95346,176.8800048828125,,,,745.3,5.070068027,745.3,5.070068027,Paul Goldschmidt,9218,502671,1.826486667061168,1.3766356175481456,1.5538426033595283,0.1723502724762516,0.7666224994078694,1.3982762109822227,7.094213870835186,0.392,0.296,0.334,0.037,0.165,0.3,2.395661424172771,11.6,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
