Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId,weighted_zscore,auction_value
Donal Montas,DET,0.0366,0.0611,0.0,7.01865,1.0,0.0,0.0,0.0,1.0,4.96,1.1724,0.824,0.77985,0.173556,0.8647,,0.0538,0.4894,4.4046,7.7823,0.565977,1.562,0.0986694,0.174335,-0.0756653174757957,0.29009,2.0371,0.295643,0.676152,0.404005,,7.1994,-0.0320322,-0.0476629,999.0,,,,sa3019394,0.07385145460407175,-2026765305311093.5
Tanner Banks,PHI,3.6897,3.1675,0.0,3.64148,70.0,0.0,0.0,12.6814,70.0,293.378,63.5156,30.7515,28.3226,8.26,23.2942,,2.9006,69.8967,8.98672,2.99497,3.00061,1.062,0.238248,0.0794,0.1588479727506637,0.237723,1.24014,0.292317,0.745002,0.432649,,3.82607,0.521896,0.645532,999.0,,,,16990,0.07347790599791448,-2016513708252298.0
Lyon Richardson,CIN,1.5399,1.7286,0.6022,4.46387,23.62,1.62,0.0,0.6081,31.1157,136.078,30.256,16.6368,15.433,4.33891,14.0214,,1.4332,29.806,8.62118,4.05559,2.12575,1.255,0.219036,0.103039,0.1159966960549354,0.25083,1.42299,0.299694,0.723521,0.455224,,4.55349,0.0744636,0.111513,999.0,,,,24581,0.07340250861673538,-2014444516831433.2
Anderson Cardenas,ARI,0.0327,0.0806,0.0182,6.94908,0.4846,0.1096,0.0,0.0,1.0,4.893,1.1685,0.8146,0.77212,0.184333,0.7918,,0.0507,0.5366,4.8294,7.1262,0.677696,1.659,0.109667,0.161823,-0.0521561503410339,0.288483,1.9603,0.295584,0.673057,0.385013,,7.01711,-9.99029e-05,-0.000679999,999.0,,,,sa3020991,0.07304552983663365,-2004647658934438.5
Jefry Yan,COL,0.664,0.8043,0.0,4.82095,15.0,0.0,0.0,0.5438,15.0,67.507,14.8032,8.6151,8.03492,2.01333,8.562,,0.8646,14.2077,8.52462,5.1372,1.65939,1.208,0.210463,0.126831,0.0836313068866729,0.254874,1.55768,0.305544,0.717888,0.427154,,4.90233,-0.0497883,-0.0018901,999.0,,,,sa828460,0.07229441678178976,-1984034254796561.2
Jemir Leal,KCR,0.0337,0.0736,0.0111,7.07823,0.6825,0.0675,0.0,0.0,1.0,4.957,1.1923,0.8313,0.78647,0.173556,0.85,,0.0497,0.4771,4.2939,7.65,0.561294,1.562,0.0962477,0.171475,-0.0752269551157951,0.293865,2.0423,0.299046,0.673031,0.415994,,7.1676,-0.0316862,-0.0476629,999.0,,,,sa3016202,0.07213036922267152,-1979532164715542.5
George Soriano,MIA,2.2572,2.6377,0.0,4.37216,50.0,0.0,0.0,3.9078,50.0,217.297,47.8964,26.0372,24.2898,6.63889,21.1095,,2.9502,46.4003,8.35205,3.79971,2.19808,1.195,0.213534,0.0971458,0.116388164460659,0.247863,1.38012,0.29428,0.719606,0.393891,,4.48016,-0.0878315,0.0803321,999.0,,,,21863,0.07182421960794122,-1971130252787114.0
Greudis De Los Santos,ARI,0.0287,0.0924,0.0241,7.09956,0.2266,0.1646,0.0,0.0,1.0,4.936,1.1896,0.8335,0.78884,0.178667,0.8167,,0.0599,0.4922,4.4298,7.3503,0.602669,1.608,0.0997164,0.165458,-0.0657414868474006,0.293048,2.0063,0.29834,0.667818,0.413006,,7.13455,-9.99029e-05,-0.000679999,999.0,,,,sa3022012,0.0717163591195549,-1968170150012601.5
Mason Black,SFG,2.8272,3.0877,1.2263,4.15597,41.24,3.24,0.0,0.6271,55.6623,238.76,53.9484,27.6756,25.7034,7.25465,18.1572,,2.9685,50.8787,8.22654,2.93583,2.80212,1.173,0.213096,0.0760479,0.137047678232193,0.247886,1.29541,0.292749,0.717202,0.405119,,4.17129,0.0768011,0.151622,746.3300170898438,,,,30171,0.07096156855166855,-1947455820904671.2
Davidxon Lara,LAA,0.0375,0.0603,0.0,6.74289,1.0,0.0,0.0,0.0,1.0,4.933,1.1542,0.7944,0.74921,0.159222,0.8654,,0.0517,0.5304,4.7736,7.7886,0.612896,1.433,0.107521,0.175431,-0.0679100006818771,0.287408,2.0196,0.299126,0.681921,0.428012,,6.92687,-0.0290613,-0.0476629,999.0,,,,sa3022127,0.07079781893130052,-1942961907398172.8
Yerlin Rodriguez,MIL,0.0417,0.0562,0.0,5.57496,1.0,0.0,0.0,0.0,1.0,4.737,1.0239,0.6628,0.61944,0.135667,0.7706,,0.0656,0.7938,7.1442,6.9354,1.03011,1.221,0.167574,0.162677,0.0048976093530654,0.262485,1.7945,0.298934,0.705299,0.443904,,5.85115,-0.016857,-0.0470692,999.0,,,,sa3015362,0.06989983666883812,-1918317852597887.2
Randel Clemente,STL,0.0406,0.0572,0.0,5.84487,1.0,0.0,0.0,0.0,1.0,4.803,1.0442,0.6934,0.64943,0.135111,0.8424,,0.0505,0.7118,6.4062,7.5816,0.844967,1.216,0.148199,0.17539,-0.0271913409233093,0.267052,1.8866,0.296779,0.702939,0.432697,,6.17802,-0.0219106,-0.0485637,999.0,,,,sa3016003,0.0698549595568616,-1917086253653165.2
Stiven Rogers,ARI,0.0309,0.083,0.017,7.15545,0.4624,0.1144,0.0,0.0,1.0,4.952,1.1974,0.8396,0.79505,0.179778,0.8283,,0.0568,0.4736,4.2624,7.4547,0.571774,1.618,0.0956381,0.167266,-0.0716276168823242,0.294426,2.0257,0.298115,0.668598,0.408992,,7.21169,-9.99029e-05,-0.000679999,999.0,,,,sa3024560,0.06976427621297049,-1914597557172460.0
Brady Hill,COL,0.0365,0.0613,0.0,6.81948,1.0,0.0,0.0,0.0,1.0,4.794,1.207,0.7994,0.75772,0.187556,0.6689,,0.0475,0.5945,5.3505,6.0201,0.888773,1.688,0.124009,0.139529,-0.0155193954706192,0.296007,1.8759,0.30934,0.667257,0.399867,,6.5649,-0.0210843,-0.0353161,999.0,,,,sa3020559,0.06949750657735934,-1907276381917811.2
Ronan Kopp,LAD,0.4982,0.4812,0.0,4.45902,10.0,0.0,0.0,0.6794,10.0,44.643,8.8664,5.3155,4.95447,1.36778,6.1928,,0.5128,10.4079,9.36711,5.57352,1.68065,1.231,0.233136,0.138718,0.094417929649353,0.233711,1.50592,0.286626,0.741287,0.386562,,4.87469,-0.0495322,0.0181393,999.0,,,,sa3017751,0.06918341517606551,-1898656517106051.5
Alejandro Méndez,BAL,0.0395,0.0583,0.0,6.45741,1.0,0.0,0.0,0.0,1.0,4.885,1.1193,0.7623,0.71749,0.158444,0.84,,0.0603,0.5961,5.3649,7.56,0.709643,1.426,0.122027,0.171955,-0.0499283447861671,0.280899,1.9593,0.297464,0.68893,0.430435,,6.73496,-0.0282936,-0.0510435,999.0,,,,sa3011785,0.06901239573578025,-1893963092041343.5
Andrés Parra,BAL,0.0375,0.068,0.0108,6.7158,0.7419,0.0549,0.0,0.0,1.0,4.951,1.1475,0.7907,0.7462,0.164778,0.8871,,0.0484,0.5234,4.7106,7.9839,0.590012,1.483,0.105716,0.179176,-0.0734599009156227,0.285768,2.0346,0.295349,0.689557,0.407807,,7.06829,-0.0319873,-0.0510435,999.0,,,,sa3018329,0.0685283674651847,-1880679512037508.8
John McMillon,PHI,1.0572,0.9997,0.0,4.03933,21.0,0.0,0.0,0.5823,21.0,91.265,18.0422,10.174,9.4251,2.52933,11.31,,0.8293,23.0171,9.86447,4.84714,2.03511,1.084,0.252201,0.123925,0.1282758861780166,0.228019,1.39772,0.289531,0.74302,0.411617,,4.27434,0.0286837,0.121597,999.0,,,,27942,0.06787162976902004,-1862656127333545.5
Colin Selby,BAL,2.513,2.189,0.0,3.68777,48.0,0.0,0.0,0.6321,48.0,204.953,42.6479,21.4867,19.6681,4.95467,21.2419,,2.0883,50.1862,9.40991,3.98286,2.3626,0.929,0.244867,0.103643,0.1412240788340568,0.234816,1.33104,0.298013,0.744524,0.476,,3.87541,0.150826,0.322966,999.0,,,,24986,0.06779556534192666,-1860568629631194.8
Kenya Huggins,CIN,0.0403,0.0576,0.0,6.08724,1.0,0.0,0.0,0.0,1.0,4.744,1.1079,0.7193,0.67636,0.169333,0.7076,,0.046,0.7165,6.4485,6.3684,1.01258,1.524,0.151033,0.149157,0.0018760561943054,0.277641,1.8155,0.302318,0.694486,0.433874,,6.19561,-0.0171048,-0.0416745,999.0,,,,sa3020609,0.0677890803326459,-1860390656267158.5
Carlos Canales,MIL,0.0299,0.0841,0.0152,7.30395,0.4624,0.1144,0.0,0.0,1.0,4.966,1.2133,0.8556,0.81155,0.186889,0.8241,,0.056,0.4471,4.0239,7.4169,0.542531,1.682,0.0900322,0.165948,-0.0759162306785583,0.296948,2.0374,0.297346,0.66552,0.400011,,7.34214,-9.99029e-05,-0.000679999,999.0,,,,sa3024076,0.06778864786150596,-1860378787611264.5
Elvis Peguero,MIL,2.8815,2.7992,0.0,3.91551,58.0,0.0,0.0,9.3143,58.0,250.216,55.4453,27.5771,25.2333,5.78067,24.1155,,2.7701,54.9581,8.52798,3.74206,2.27895,0.897,0.219643,0.0963787,0.1232638955116272,0.248266,1.37174,0.305456,0.727372,0.50676,,3.95767,0.19135,0.240271,999.0,,,,21652,0.06757115958388452,-1854410080593126.5
Joe Ross,PHI,3.3769,3.208,0.6277,4.00124,57.62,1.62,0.0,6.5219,64.91,275.475,62.065,31.1389,28.8578,8.66188,21.8581,,2.8203,59.4158,8.23821,3.0307,2.71825,1.201,0.215685,0.0793469,0.1363379433751106,0.247471,1.29291,0.292269,0.735192,0.417626,,4.21113,0.376699,0.469549,749.2100219726562,,,,12972,0.06753392201572633,-1853388139839193.2
Wuilliams Rodriguez,SEA,0.0367,0.061,0.0,6.47163,1.0,0.0,0.0,0.0,1.0,4.907,1.0983,0.7631,0.71907,0.162556,0.8767,,0.0493,0.5846,5.2614,7.8903,0.666819,1.463,0.119136,0.178663,-0.0595272108912467,0.275885,1.975,0.28936,0.693536,0.408616,,6.8885,-0.0321387,-0.0553653,999.0,,,,sa3019672,0.06734751490287147,-1848272418408614.8
Josh Simpson,MIA,1.9504,2.0645,0.0,3.90774,41.0,0.0,0.0,0.5862,41.0,177.797,37.1044,19.3161,17.8019,4.44167,19.5659,,2.0057,41.9827,9.21571,4.29495,2.14571,0.975,0.236127,0.110046,0.1260808706283569,0.237506,1.3822,0.297472,0.740391,0.436093,,4.10529,0.10102,0.29963,999.0,,,,sa1053035,0.06692886237479123,-1836782997875968.5
Reese Sharp,BAL,0.0414,0.0565,0.0,5.99508,1.0,0.0,0.0,0.0,1.0,4.728,1.0511,0.7049,0.66612,0.173556,0.7252,,0.0491,0.7477,6.7293,6.5268,1.03103,1.562,0.158143,0.153384,0.0047588795423507,0.265852,1.7763,0.289385,0.698744,0.357712,,6.2502,-0.0228742,-0.0510339,999.0,,,,sa3020561,0.06688720950206659,-1835639884341408.8
Carson Spiers,CIN,2.4587,2.7621,0.5359,4.56856,43.62,1.62,0.0,0.6081,50.9947,218.983,51.7349,27.6155,25.8858,8.64077,15.4115,,2.6041,45.9685,8.11293,2.71996,2.98274,1.525,0.209918,0.0703776,0.1395405009388923,0.257429,1.31673,0.294443,0.7181,0.390089,,4.62624,0.18585,0.119707,999.0,,,,27685,0.06627588155729888,-1818862716237342.5
Ben Harris,LAD,0.0477,0.0502,0.0,4.89969,1.0,0.0,0.0,0.0,1.0,4.552,0.9208,0.5804,0.54441,0.151222,0.6693,,0.0517,0.9819,8.8371,6.0237,1.46706,1.361,0.215707,0.147034,0.0686731040477752,0.240355,1.5901,0.285253,0.732522,0.359795,,5.33157,-0.0100336,-0.0485795,999.0,,,,sa3017779,0.06621094024344737,-1817080479143960.8
Cody Adcock,CIN,0.0402,0.0576,0.0,6.13098,1.0,0.0,0.0,0.0,1.0,4.706,1.0959,0.7208,0.68122,0.188444,0.6509,,0.0565,0.7453,6.7077,5.8581,1.14503,1.696,0.158372,0.138313,0.0200594961643219,0.274071,1.7468,0.296084,0.691851,0.386115,,6.24786,-0.0176415,-0.0416649,999.0,,,,sa3023175,0.06613209594655514,-1814916691222388.8
Ethan Hammerberg,CHW,0.0373,0.0604,0.0,6.02487,1.0,0.0,0.0,0.0,1.0,4.755,1.0706,0.7105,0.66943,0.164778,0.7564,,0.0467,0.7168,6.4512,6.8076,0.947647,1.483,0.150747,0.159075,-0.0083280801773071,0.270908,1.827,0.295025,0.699425,0.39691,,6.28429,-0.01899,-0.0474294,999.0,,,,sa3019849,0.06610181290077342,-1814085609060790.8
Ben Thompson,LAA,0.0415,0.0564,0.0,5.65299,1.0,0.0,0.0,0.0,1.0,4.664,1.0321,0.6676,0.62811,0.16,0.6927,,0.0469,0.8167,7.3503,6.2343,1.17901,1.44,0.175107,0.148521,0.0265866070985794,0.262996,1.7248,0.295858,0.704424,0.389557,,5.83188,-0.0150396,-0.0465893,999.0,,,,sa3022873,0.0659415459949698,-1809687274511880.8
Jeremy Peguero,NYM,0.0421,0.0558,0.0,5.76225,1.0,0.0,0.0,0.0,1.0,4.812,1.0168,0.6821,0.64025,0.147111,0.8395,,0.0581,0.7343,6.6087,7.5555,0.874687,1.324,0.152598,0.17446,-0.0218620151281356,0.259759,1.8563,0.286743,0.711488,0.392234,,6.30312,-0.0233999,-0.0515121,999.0,,,,sa3015429,0.06583312944304892,-1806711911235250.5
Fabian Soto,LAA,0.0273,0.0954,0.0239,7.18758,0.1754,0.1754,0.0,0.0,1.0,4.929,1.1999,0.8425,0.79862,0.186889,0.7991,,0.0545,0.4792,4.3128,7.1919,0.599675,1.682,0.0972205,0.162122,-0.0649015977978706,0.294425,1.999,0.297131,0.665667,0.400006,,7.19844,-9.99029e-05,-0.000679999,999.0,,,,sa3023829,0.06544666809961566,-1796105939465111.8
Giovanny Gallegos,LAD,2.2772,2.2281,0.0,4.55899,46.0,0.0,0.0,0.6794,46.0,198.962,45.1744,24.7761,23.3015,7.82,16.3407,,1.7513,43.2344,8.4589,3.19709,2.64581,1.53,0.2173,0.0821298,0.1351700350642204,0.249762,1.33728,0.28775,0.72654,0.346569,,4.67664,-0.178988,-0.126892,999.0,,,,14986,0.065123239725278,-1787229832537021.8
Bryce Jarvis,ARI,2.5703,2.7176,0.0,4.64077,54.0,0.0,0.0,6.6118,54.0,237.467,55.9088,29.8969,27.8446,6.678,23.1143,,2.5167,44.5609,7.42682,3.85238,1.92785,1.113,0.187651,0.0973369,0.0903140231966972,0.263925,1.46339,0.306549,0.705088,0.426878,,4.54769,-0.291703,-0.123042,999.0,,,,27477,0.06479907942823278,-1778333638861042.5
Wuilliams Rodriguez,BOS,0.0299,0.0857,0.0162,7.28892,0.4113,0.1253,0.0,0.0,1.0,4.907,1.2274,0.8536,0.80988,0.184,0.7715,,0.0493,0.4661,4.1949,6.9435,0.604148,1.656,0.0949868,0.157224,-0.0622376203536987,0.300377,1.9989,0.303658,0.657727,0.405054,,7.08868,-9.99029e-05,-0.000679999,999.0,,,,sa3021523,0.06460728073764033,-1773069951994197.2
Trent Thornton,SEA,3.3243,3.3353,0.0,3.81643,68.0,0.0,0.0,13.5913,68.0,286.678,62.0857,31.1114,28.8353,9.01378,21.9635,,2.9092,66.5901,8.8134,2.90693,3.03185,1.193,0.232282,0.0766138,0.1556680351495742,0.237145,1.23602,0.285024,0.741115,0.396651,,4.02849,0.0893248,0.16482,748.6300048828125,,,,17948,0.06366795751372076,-1747291343692984.8
Daniel Gonzalez,CHW,0.0373,0.0605,0.0,6.02568,1.0,0.0,0.0,0.0,1.0,4.819,1.0684,0.7116,0.66952,0.156556,0.8176,,0.0574,0.6837,6.1533,7.3584,0.836228,1.409,0.141876,0.169662,-0.027785837650299,0.270893,1.886,0.293789,0.704574,0.400886,,6.4593,-0.0208546,-0.0474197,999.0,,,,sa3015957,0.06366204755103934,-1747129151798693.5
Nathanael Cruz,BOS,0.0384,0.0593,0.0,6.58872,1.0,0.0,0.0,0.0,1.0,4.838,1.139,0.7748,0.73208,0.161889,0.7704,,0.065,0.6005,5.4045,6.9336,0.779465,1.457,0.124122,0.159239,-0.0351178124547004,0.284565,1.9094,0.301558,0.674251,0.409069,,6.57624,-0.0239422,-0.0425056,999.0,,,,sa3016457,0.06344291710126462,-1741115377319617.5
Bradley Blalock,COL,1.7017,2.6851,0.8945,5.37734,25.24,3.24,0.0,0.5438,40.1485,177.827,45.079,25.4987,23.988,6.89216,15.3776,,1.5376,29.4457,6.60078,3.44716,1.91484,1.545,0.165586,0.0864751,0.0791111588478088,0.280147,1.50582,0.30654,0.688045,0.403492,,5.19525,-0.097716,0.0658427,999.0,,,,26419,0.06306977213260104,-1730874857611600.2
Bernardo Rivera,TEX,0.0313,0.0864,0.0235,6.94827,0.3346,0.1416,0.0,0.0,1.0,4.903,1.1762,0.8159,0.77203,0.178111,0.7976,,0.0551,0.5199,4.6791,7.1784,0.651831,1.603,0.106037,0.162676,-0.0566387921571731,0.290398,1.9738,0.297734,0.671463,0.406008,,7.00022,-9.99029e-05,-0.000679999,999.0,,,,sa3024531,0.06266574611248316,-1719786844187790.0
Juan Arnaud,NYM,0.0408,0.057,0.0,6.08589,1.0,0.0,0.0,0.0,1.0,4.831,1.0609,0.7192,0.67621,0.153889,0.8168,,0.0632,0.6793,6.1137,7.3512,0.83166,1.385,0.140613,0.169075,-0.0284620076417922,0.268514,1.8777,0.290913,0.696945,0.410564,,6.44844,-0.0250098,-0.0515121,999.0,,,,sa3018294,0.062400528317461665,-1712508257351789.8
Cesar De Jesus,TBR,0.039,0.0588,0.0,6.04179,1.0,0.0,0.0,0.0,1.0,4.847,1.0747,0.7153,0.67131,0.140222,0.8587,,0.049,0.6557,5.9013,7.7283,0.763596,1.262,0.13528,0.177161,-0.041881576180458,0.272815,1.9334,0.297285,0.701231,0.422527,,6.40107,-0.0251321,-0.0520911,999.0,,,,sa3017767,0.06228678253543948,-1709386639695591.0
Kyle Amendt,ARI,1.4221,1.3205,0.0,4.05175,28.0,0.0,0.0,0.6122,28.0,121.212,25.2979,13.5914,12.6054,3.10489,13.3968,,1.1005,29.7899,9.57533,4.30611,2.22366,0.998,0.245767,0.110524,0.1352432072162628,0.237061,1.38195,0.300637,0.730855,0.409803,,4.03347,0.050614,0.0933231,999.0,,,,sa3022904,0.06215924476658613,-1705886517370112.8
Danny Carrion,PIT,0.0377,0.0601,0.0,6.4773,1.0,0.0,0.0,0.0,1.0,4.85,1.133,0.7619,0.7197,0.157889,0.7865,,0.0507,0.6069,5.4621,7.0785,0.771646,1.421,0.125134,0.162165,-0.0370309203863143,0.282346,1.9195,0.300218,0.68156,0.394097,,6.51684,-0.0242983,-0.0446113,999.0,,,,sa3023214,0.060885508287911255,-1670930335167236.8
Austin Becker,COL,0.037,0.0607,0.0,6.64353,1.0,0.0,0.0,0.0,1.0,4.776,1.1995,0.7807,0.73817,0.176778,0.6661,,0.0456,0.6141,5.5269,5.9949,0.921934,1.591,0.12858,0.139468,-0.010887786746025,0.295131,1.8656,0.312432,0.670473,0.418542,,6.37149,-0.0190392,-0.0353161,999.0,,,,sa3020465,0.060885339526795035,-1670925703719189.0
Carlos Gonzalez,KCR,0.0322,0.078,0.0133,7.16661,0.5877,0.0877,0.0,0.0,1.0,4.966,1.2052,0.8415,0.79629,0.176333,0.8467,,0.0495,0.4504,4.0536,7.6203,0.531948,1.587,0.0906967,0.170499,-0.0798026621341705,0.296132,2.0519,0.298823,0.670569,0.417997,,7.24661,-0.0325357,-0.0476533,999.0,,,,sa3022036,0.060699732630204395,-1665831943271908.2
Matt Brash,SEA,2.0895,1.6332,0.0,2.9036,38.0,0.0,0.0,0.6107,38.0,156.572,28.541,13.5006,12.2596,3.31867,15.3051,,1.6806,48.5616,11.5014,3.62489,3.1729,0.786,0.310155,0.0977512,0.2124038711190223,0.204468,1.15384,0.287578,0.774121,0.444378,,3.08692,0.465798,0.460923,665.9600219726562,,,,25756,0.06066671025924941,-1664925683590098.5
Cristofher Carrasco,MIL,0.0381,0.0669,0.0114,6.28245,0.7576,0.0516,0.0,0.0,1.0,4.78,1.1062,0.7393,0.69805,0.173556,0.7298,,0.0511,0.6739,6.0651,6.5682,0.923404,1.562,0.140983,0.152678,-0.0116945654153823,0.276612,1.836,0.295923,0.68844,0.390861,,6.4176,-0.0230959,-0.0470786,999.0,,,,sa3020335,0.06033642808510711,-1655861482280820.2
Drew Gray,CHC,0.0431,0.0788,0.0519,5.73867,0.1754,0.1754,0.0,0.0,1.0,4.728,1.0239,0.6791,0.63763,0.152889,0.7669,,0.0518,0.7635,6.8715,6.9021,0.995567,1.376,0.161485,0.162204,-0.000719130039215,0.261914,1.7908,0.291025,0.705055,0.393027,,6.08314,-9.99029e-05,-0.000679999,999.0,,,,sa3017964,0.05984680327875033,-1642424312011612.5
Jean Reyes,MIA,0.0367,0.061,0.0,6.32214,1.0,0.0,0.0,0.0,1.0,4.81,1.1142,0.7442,0.70246,0.159667,0.7614,,0.0496,0.6482,5.8338,6.8526,0.851326,1.437,0.134761,0.158295,-0.0235342979431152,0.27862,1.8756,0.29912,0.684839,0.392893,,6.37875,-0.0231112,-0.0448165,999.0,,,,sa3017136,0.059686535869346,-1638025963641980.0
Redinson Gomez,COL,0.0378,0.06,0.0,6.66549,1.0,0.0,0.0,0.0,1.0,4.897,1.1374,0.7842,0.74061,0.166222,0.834,,0.0521,0.5549,4.9941,7.506,0.665348,1.496,0.113314,0.170308,-0.0569940730929374,0.283577,1.9714,0.295211,0.682813,0.40601,,6.87587,-0.0285038,-0.0476629,999.0,,,,sa3016612,0.05949301599974563,-1632715041065071.0
Juan Abreu,WSN,0.0375,0.0603,0.0,6.43194,1.0,0.0,0.0,0.0,1.0,4.829,1.0959,0.7561,0.71466,0.169,0.8079,,0.0482,0.6191,5.5719,7.2711,0.766308,1.521,0.128205,0.167302,-0.0390971153974533,0.275844,1.9038,0.291039,0.6884,0.381629,,6.69358,-0.0253441,-0.0468905,999.0,,,,sa3017200,0.05904256049836412,-1620352825768417.5
JoJo Romero,STL,3.263,2.8105,0.0,3.44829,62.0,0.0,1.18,12.3384,62.0,261.493,56.9494,26.0891,23.7549,6.28267,21.4853,,2.8092,60.4705,8.77798,3.11883,2.81451,0.912,0.231251,0.082164,0.1490869745612144,0.240092,1.26508,0.297261,0.751671,0.477287,,3.70869,0.327639,0.631413,748.6699829101562,,,,19574,0.058745888761331105,-1612211022916890.0
Cesar Espinal,KCR,0.0307,0.0863,0.0211,7.03422,0.3618,0.1358,0.0,0.0,1.0,4.921,1.1824,0.8258,0.78158,0.18,0.8135,,0.0529,0.494,4.446,7.3215,0.607253,1.62,0.100386,0.165312,-0.0649258345365524,0.291619,1.9959,0.296515,0.670967,0.406002,,7.11768,-9.99029e-05,-0.000679999,999.0,,,,sa3019192,0.05864916886983179,-1609556660569185.2
Joseph Herrera,SDP,0.0317,0.0849,0.0225,6.94143,0.375,0.133,0.0,0.0,1.0,4.975,1.1795,0.8166,0.77127,0.164222,0.8814,,0.0515,0.4717,4.2453,7.9326,0.535171,1.478,0.0948141,0.177166,-0.0823517590761184,0.291804,2.0609,0.29807,0.679578,0.416006,,7.15667,-9.99029e-05,-0.000679999,999.0,,,,sa3024471,0.058635662141651806,-1609185984484195.2
Henry Martinez,SDP,0.0365,0.0715,0.0137,6.64056,0.6562,0.0732,0.0,0.0,1.0,4.842,1.1309,0.7805,0.73784,0.177556,0.7955,,0.049,0.5798,5.2182,7.1595,0.72885,1.598,0.119744,0.164292,-0.0445476993918418,0.282902,1.9264,0.294229,0.682969,0.397312,,6.8486,-0.0277731,-0.0500893,999.0,,,,sa3020963,0.05834092507702143,-1601097276414941.5
Hayden Durke,ARI,0.0432,0.0546,0.0,5.57847,1.0,0.0,0.0,0.0,1.0,4.719,1.0439,0.6631,0.61983,0.123778,0.7584,,0.0496,0.7785,7.0065,6.8256,1.0265,1.114,0.164971,0.160712,0.0042593777179718,0.266914,1.8023,0.305818,0.69932,0.442509,,5.64259,-0.0169586,-0.0455292,999.0,,,,sa3022733,0.05812745846530725,-1595238939232768.2
Doug Nikhazy,CLE,1.8143,2.0493,0.6364,4.30548,29.62,1.62,0.0,0.6528,37.234,162.68,35.0707,19.1419,17.8122,5.04728,17.0838,,1.5898,35.1604,8.49878,4.1294,2.05811,1.22,0.216132,0.105015,0.1111175417900085,0.243536,1.40072,0.289247,0.732176,0.388827,,4.54464,-0.0498191,0.0472128,999.0,,,,sa3018110,0.05790877371754753,-1589237396515210.8
Jesus Carrera,HOU,0.0343,0.0802,0.0212,6.86286,0.4376,0.1196,0.0,0.0,1.0,4.86,1.1658,0.8063,0.76254,0.180444,0.7744,,0.0504,0.5438,4.8942,6.9696,0.702221,1.624,0.111893,0.159342,-0.0474485605955123,0.288908,1.9402,0.297605,0.67191,0.408305,,6.89906,-9.99029e-05,-0.000679999,999.0,,,,sa3022377,0.057794156010393366,-1586091849911155.5
Seth Martinez,ARI,2.7647,2.915,0.0,4.63249,58.0,0.0,0.0,9.7647,58.0,255.619,60.2079,32.021,29.8538,7.60444,22.7327,,3.1566,47.4289,7.35966,3.52749,2.08637,1.18,0.185545,0.088932,0.0966133326292038,0.262081,1.43001,0.301114,0.704337,0.407794,,4.57455,-0.139942,-0.109766,999.0,,,,21045,0.057451709440036164,-1576693811220601.5
Gunnar Hoglund,ATH,3.2371,3.9891,2.6764,4.40451,34.48,6.48,0.0,0.6357,64.936,278.032,65.7637,34.1175,31.779,9.30749,20.0249,,3.0636,48.3564,6.7021,2.77541,2.41481,1.29,0.173924,0.0720237,0.1019001305103302,0.257954,1.32113,0.286174,0.710177,0.392807,,4.60713,0.0479203,0.186734,999.0,,,,sa3019785,0.057396052121783,-1575166362340590.8
Cole Schoenwetter,CIN,0.0348,0.0846,0.0308,6.58557,0.2719,0.1549,0.0,0.0,1.0,4.761,1.1608,0.7742,0.73173,0.199444,0.6619,,0.0474,0.6385,5.7465,5.9571,0.964647,1.795,0.13411,0.139025,-0.0049149394035339,0.286497,1.8227,0.299138,0.67931,0.410992,,6.61016,-9.99029e-05,-0.000679999,999.0,,,,sa3023567,0.05672414990659025,-1556726805454202.0
Jordy Luciano,NYY,0.0406,0.0573,0.0,6.10389,1.0,0.0,0.0,0.0,1.0,4.831,1.0847,0.7225,0.67821,0.156222,0.8041,,0.0575,0.6658,5.9922,7.2369,0.828006,1.406,0.137818,0.166446,-0.0286276042461395,0.273265,1.8888,0.295,0.698346,0.433893,,6.45057,-0.0224543,-0.0491628,999.0,,,,sa3019179,0.05645615732922864,-1549372068018231.8
Alexander De Los Santos,PHI,0.0281,0.0935,0.0236,7.15482,0.2109,0.1679,0.0,0.0,1.0,4.911,1.1999,0.8383,0.79498,0.189444,0.7797,,0.0536,0.4852,4.3668,7.0173,0.622291,1.705,0.0987986,0.158766,-0.059967428445816,0.294259,1.9796,0.296926,0.665723,0.392987,,7.15876,-9.99029e-05,-0.000679999,999.0,,,,sa3023083,0.05644902364030316,-1549176292413126.2
Hurston Waldrep,ATL,1.9727,1.9068,1.3273,4.2685,20.24,3.24,0.0,0.6101,35.1286,152.797,34.3322,18.0361,16.6607,4.28569,14.9923,,1.3864,32.441,8.31143,3.84105,2.16384,1.098,0.212314,0.0981191,0.1141953244805336,0.251669,1.40411,0.301395,0.722187,0.456402,,4.30424,0.161848,0.211204,631.6699829101562,,,,33527,0.05630547773462308,-1545236845818450.5
